PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28714714","No evidence for enhancements to visual working memory with transcranial direct current stimulation to prefrontal or posterior parietal cortices","Robison MK, McGuirk WP, Unsworth N.","Behav Neurosci. 2017 Aug;131(4):277-288. doi: 10.1037/bne0000202.","Robison MK","Behav Neurosci","2017","2017/07/18","","","10.1037/bne0000202"
"31075908","The Association of Cardiorespiratory Fitness on Memory Function: Systematic Review","Rigdon B, Loprinzi PD.","Medicina (Kaunas). 2019 May 9;55(5):127. doi: 10.3390/medicina55050127.","Rigdon B","Medicina (Kaunas)","2019","2019/05/12","PMC6572478","","10.3390/medicina55050127"
"29985039","Individual differences in mixing costs relate to general executive functioning","Smith LL, Banich MT, Friedman NP.","J Exp Psychol Learn Mem Cogn. 2019 Apr;45(4):606-613. doi: 10.1037/xlm0000613. Epub 2018 Jul 9.","Smith LL","J Exp Psychol Learn Mem Cogn","2019","2018/07/10","PMC6326899","NIHMS962731","10.1037/xlm0000613"
"26216249","Variation in Parasympathetic Dysregulation Moderates Short-term Memory Problems in Childhood Attention-Deficit/Hyperactivity Disorder","Ward AR, Alarcón G, Nigg JT, Musser ED.","J Abnorm Child Psychol. 2015 Nov;43(8):1573-1583. doi: 10.1007/s10802-015-0054-3.","Ward AR","J Abnorm Child Psychol","2015","2015/07/29","PMC4625793","NIHMS731337","10.1007/s10802-015-0054-3"
"29739867","Flexible Coding of Visual Working Memory Representations during Distraction","Lorenc ES, Sreenivasan KK, Nee DE, Vandenbroucke ARE, D'Esposito M.","J Neurosci. 2018 Jun 6;38(23):5267-5276. doi: 10.1523/JNEUROSCI.3061-17.2018. Epub 2018 May 8.","Lorenc ES","J Neurosci","2018","2018/05/10","PMC5990978","","10.1523/JNEUROSCI.3061-17.2018"
"31705981","Response and sample bridging in a primate short-term memory task","Sloin H, Stark E.","Neurobiol Learn Mem. 2019 Dec;166:107106. doi: 10.1016/j.nlm.2019.107106. Epub 2019 Nov 6.","Sloin H","Neurobiol Learn Mem","2019","2019/11/10","PMC7613866","EMS157592","10.1016/j.nlm.2019.107106"
"36141880","Family Socioeconomic Status and Attention Deficit/Hyperactivity Disorder in Preschool Children: The Mediating Role of Executive Function","Fan L, Qing W, Wang Y, Zhan M.","Int J Environ Res Public Health. 2022 Sep 15;19(18):11608. doi: 10.3390/ijerph191811608.","Fan L","Int J Environ Res Public Health","2022","2022/09/23","PMC9517435","","10.3390/ijerph191811608"
"24033575","Linking childhood poverty and cognition: environmental mediators of non-verbal executive control in an Argentine sample","Lipina S, Segretin S, Hermida J, Prats L, Fracchia C, Camelo JL, Colombo J.","Dev Sci. 2013 Sep;16(5):697-707. doi: 10.1111/desc.12080. Epub 2013 Jul 30.","Lipina S","Dev Sci","2013","2013/09/17","","","10.1111/desc.12080"
"30568166","Concurrent influence of top-down and bottom-up inputs on correlated activity of Macaque extrastriate neurons","Merrikhi Y, Clark K, Noudoost B.","Nat Commun. 2018 Dec 19;9(1):5393. doi: 10.1038/s41467-018-07816-4.","Merrikhi Y","Nat Commun","2018","2018/12/21","PMC6300596","","10.1038/s41467-018-07816-4"
"30453832","The effects of colour complexity and similarity on multiple object tracking performance","Wang C, Hu L, Talhelm T, Zhang X.","Q J Exp Psychol (Hove). 2019 Aug;72(8):1903-1912. doi: 10.1177/1747021818817388. Epub 2018 Dec 12.","Wang C","Q J Exp Psychol (Hove)","2019","2018/11/21","","","10.1177/1747021818817388"
"36191481","Effects of evaluative homogeneity in working memory","Scherer D, Wentura D.","Acta Psychol (Amst). 2022 Oct;230:103752. doi: 10.1016/j.actpsy.2022.103752. Epub 2022 Sep 30.","Scherer D","Acta Psychol (Amst)","2022","2022/10/03","","","10.1016/j.actpsy.2022.103752"
"11742236","Honig's model of working memory and brain activation: an fMRI study","Landrø NI, Rund BR, Lund A, Sundet K, Mjellem N, Asbjørnsen A, Thomsen T, Ersland L, Lundervold A, Smievoll AI, Egeland J, Stordal K, Roness A, Sundberg H, Hugdahl K.","Neuroreport. 2001 Dec 21;12(18):4047-54. doi: 10.1097/00001756-200112210-00038.","Landrø NI","Neuroreport","2001","2001/12/14","","","10.1097/00001756-200112210-00038"
"24958685","The working memory stroop effect: when internal representations clash with external stimuli","Kiyonaga A, Egner T.","Psychol Sci. 2014 Aug;25(8):1619-29. doi: 10.1177/0956797614536739. Epub 2014 Jun 23.","Kiyonaga A","Psychol Sci","2014","2014/06/25","PMC4275427","NIHMS592236","10.1177/0956797614536739"
"28405777","How visual working memory contents influence priming of visual attention","Carlisle NB, Kristjánsson Á.","Psychol Res. 2018 Sep;82(5):833-839. doi: 10.1007/s00426-017-0866-6. Epub 2017 Apr 12.","Carlisle NB","Psychol Res","2018","2017/04/14","","","10.1007/s00426-017-0866-6"
"21487898","Novel n-back spatial working memory task using eye movement response","Jeter CB, Patel SS, Sereno AB.","Behav Res Methods. 2011 Sep;43(3):879-87. doi: 10.3758/s13428-011-0093-9.","Jeter CB","Behav Res Methods","2011","2011/04/14","PMC4821187","NIHMS772028","10.3758/s13428-011-0093-9"
"29708000","Working Memory and Intraindividual Variability in Response Time Mediate Fluid Intelligence Deficits Associated With ADHD Symptomology","Brydges CR, Ozolnieks KL, Roberts G.","J Atten Disord. 2021 Jan;25(1):63-72. doi: 10.1177/1087054718772143. Epub 2018 Apr 30.","Brydges CR","J Atten Disord","2021","2018/05/01","","","10.1177/1087054718772143"
"27078744","Negative emotion boosts quality of visual working memory representation","Xie W, Zhang W.","Emotion. 2016 Aug;16(5):760-74. doi: 10.1037/emo0000159. Epub 2016 Apr 14.","Xie W","Emotion","2016","2016/04/15","","","10.1037/emo0000159"
"29547848","The impact of depressed mood, working memory capacity, and priming on delay discounting","Szuhany KL, MacKenzie D Jr, Otto MW.","J Behav Ther Exp Psychiatry. 2018 Sep;60:37-41. doi: 10.1016/j.jbtep.2018.03.001. Epub 2018 Mar 7.","Szuhany KL","J Behav Ther Exp Psychiatry","2018","2018/03/17","PMC8507419","NIHMS1055605","10.1016/j.jbtep.2018.03.001"
"28214766","Direct and generative retrieval of autobiographical memories: The roles of visual imagery and executive processes","Anderson RJ, Dewhurst SA, Dean GM.","Conscious Cogn. 2017 Mar;49:163-171. doi: 10.1016/j.concog.2017.02.010. Epub 2017 Feb 20.","Anderson RJ","Conscious Cogn","2017","2017/02/20","","","10.1016/j.concog.2017.02.010"
"29448235","The effects of screen media content on young children's executive functioning","Huber B, Yeates M, Meyer D, Fleckhammer L, Kaufman J.","J Exp Child Psychol. 2018 Jun;170:72-85. doi: 10.1016/j.jecp.2018.01.006. Epub 2018 Feb 12.","Huber B","J Exp Child Psychol","2018","2018/02/16","","","10.1016/j.jecp.2018.01.006"
"26168949","An analysis of error patterns in children's backward digit recall in noise","Osman H, Sullivan JR.","Noise Health. 2015 Jul-Aug;17(77):191-7. doi: 10.4103/1463-1741.160684.","Osman H","Noise Health","2015","2015/07/15","PMC4900480","","10.4103/1463-1741.160684"
"25000446","Selective influence of working memory load on exceptionally slow reaction times","Shahar N, Teodorescu AR, Usher M, Pereg M, Meiran N.","J Exp Psychol Gen. 2014 Oct;143(5):1837-60. doi: 10.1037/a0037190. Epub 2014 Jul 7.","Shahar N","J Exp Psychol Gen","2014","2014/07/08","","","10.1037/a0037190"
"22821686","Gains in language comprehension relating to working memory training in healthy older adults","Carretti B, Borella E, Zavagnin M, de Beni R.","Int J Geriatr Psychiatry. 2013 May;28(5):539-46. doi: 10.1002/gps.3859. Epub 2012 Jul 23.","Carretti B","Int J Geriatr Psychiatry","2013","2012/07/24","","","10.1002/gps.3859"
"21982530","I see into your mind too well: working memory adjusts the probability judgment of others' mental states","Maehara Y, Saito S.","Acta Psychol (Amst). 2011 Nov;138(3):367-76. doi: 10.1016/j.actpsy.2011.09.009. Epub 2011 Oct 6.","Maehara Y","Acta Psychol (Amst)","2011","2011/10/11","","","10.1016/j.actpsy.2011.09.009"
"21752002","Working memory involvement in spatial text processing: what advantages are gained from extended learning and visuo-spatial strategies?","Meneghetti C, De Beni R, Gyselinck V, Pazzaglia F.","Br J Psychol. 2011 Aug;102(3):499-518. doi: 10.1111/j.2044-8295.2010.02007.x. Epub 2011 Mar 15.","Meneghetti C","Br J Psychol","2011","2011/07/15","","","10.1111/j.2044-8295.2010.02007.x"
"25894710","Acceptability and feasibility of a visual working memory task in an ecological momentary assessment paradigm","Schuster RM, Mermelstein RJ, Hedeker D.","Psychol Assess. 2015 Dec;27(4):1463-70. doi: 10.1037/pas0000138. Epub 2015 Apr 20.","Schuster RM","Psychol Assess","2015","2015/04/21","PMC4615272","NIHMS677835","10.1037/pas0000138"
"28765992","Inhibition in movement plan competition: reach trajectories curve away from remembered and task-irrelevant present but not from task-irrelevant past visual stimuli","Moehler T, Fiehler K.","Exp Brain Res. 2017 Nov;235(11):3251-3260. doi: 10.1007/s00221-017-5051-z. Epub 2017 Aug 1.","Moehler T","Exp Brain Res","2017","2017/08/03","","","10.1007/s00221-017-5051-z"
"28490247","Effects of valent image-based secondary tasks on verbal working memory","Morgan PL, Williams C, Ings FM, Hughes NC.","Q J Exp Psychol (Hove). 2018 Jun;71(6):1440-1456. doi: 10.1080/17470218.2017.1329324. Epub 2018 Jan 1.","Morgan PL","Q J Exp Psychol (Hove)","2018","2017/05/12","","","10.1080/17470218.2017.1329324"
"26280566","Environment learning using descriptions or navigation: The involvement of working memory in young and older adults","Meneghetti C, Borella E, Carbone E, Martinelli M, De Beni R.","Br J Psychol. 2016 May;107(2):259-80. doi: 10.1111/bjop.12145. Epub 2015 Aug 17.","Meneghetti C","Br J Psychol","2016","2015/08/18","","","10.1111/bjop.12145"
"22907884","Pinpointing the deficit in executive functions in adolescents with dyslexia performing the Wisconsin card sorting test: an ERP study","Horowitz-Kraus T.","J Learn Disabil. 2014 May-Jun;47(3):208-23. doi: 10.1177/0022219412453084. Epub 2012 Aug 18.","Horowitz-Kraus T","J Learn Disabil","2014","2012/08/22","","","10.1177/0022219412453084"
"36289291","Low glutamate diet improves working memory and contributes to altering BOLD response and functional connectivity within working memory networks in Gulf War Illness","Langan MT, Kirkland AE, Rice LC, Mucciarone VC, Baraniuk J, VanMeter A, Holton KF.","Sci Rep. 2022 Oct 26;12(1):18004. doi: 10.1038/s41598-022-21837-6.","Langan MT","Sci Rep","2022","2022/10/26","PMC9606252","","10.1038/s41598-022-21837-6"
"16586253","[The concept of working memory in schizophrenia: current evidence and future perspectives]","Wolf RC, Vasic N, Walter H.","Fortschr Neurol Psychiatr. 2006 Aug;74(8):449-68. doi: 10.1055/s-2005-915626. Epub 2006 Jan 2.","Wolf RC","Fortschr Neurol Psychiatr","2006","2006/04/06","","","10.1055/s-2005-915626"
"31868105","Sensitivity detection in memory recognition: interference control as index of taxonomic memory development?","Artuso C, Palladino P, Belacchi C.","Memory. 2020 Feb;28(2):187-195. doi: 10.1080/09658211.2019.1705488. Epub 2019 Dec 23.","Artuso C","Memory","2020","2019/12/24","","","10.1080/09658211.2019.1705488"
"25799443","Learning to control actions: transfer effects following a procedural cognitive control computerized training","Shahar N, Meiran N.","PLoS One. 2015 Mar 23;10(3):e0119992. doi: 10.1371/journal.pone.0119992. eCollection 2015.","Shahar N","PLoS One","2015","2015/03/24","PMC4370731","","10.1371/journal.pone.0119992"
"22884811","Does risk for bipolar disorder heighten the disconnect between objective and subjective appraisals of cognition?","Rodriguez C, Ruggero CJ, Callahan JL, Kilmer JN, Boals A, Banks JB.","J Affect Disord. 2013 Jun;148(2-3):400-5. doi: 10.1016/j.jad.2012.06.029. Epub 2012 Aug 9.","Rodriguez C","J Affect Disord","2013","2012/08/14","","","10.1016/j.jad.2012.06.029"
"32693006","The metabotropic glutamate receptor 2/3 antagonist LY341495 improves working memory in adult mice following juvenile social isolation","Zhang XQ, Jiang HJ, Xu L, Yang SY, Wang GZ, Jiang HD, Wu T, Du H, Yu ZP, Zhao QQ, Ling Y, Zhang ZY, Shen HW.","Neuropharmacology. 2020 Oct 15;177:108231. doi: 10.1016/j.neuropharm.2020.108231. Epub 2020 Jul 18.","Zhang XQ","Neuropharmacology","2020","2020/07/22","","","10.1016/j.neuropharm.2020.108231"
"23849992","Functional MRI investigation of verbal working memory in adults with anorexia nervosa","Lao-Kaim NP, Giampietro VP, Williams SC, Simmons A, Tchanturia K.","Eur Psychiatry. 2014 May;29(4):211-8. doi: 10.1016/j.eurpsy.2013.05.003. Epub 2013 Jul 11.","Lao-Kaim NP","Eur Psychiatry","2014","2013/07/16","","","10.1016/j.eurpsy.2013.05.003"
"19686473","A systematic fMRI investigation of the brain systems subserving different working memory components in schizophrenia","Henseler I, Falkai P, Gruber O.","Eur J Neurosci. 2009 Aug;30(4):693-702. doi: 10.1111/j.1460-9568.2009.06850.x. Epub 2009 Aug 3.","Henseler I","Eur J Neurosci","2009","2009/08/19","","","10.1111/j.1460-9568.2009.06850.x"
"30737770","Current directions in visual working memory research: An introduction and emerging insights","Liesefeld HR, Müller HJ.","Br J Psychol. 2019 May;110(2):193-206. doi: 10.1111/bjop.12377. Epub 2019 Feb 8.","Liesefeld HR","Br J Psychol","2019","2019/02/10","","","10.1111/bjop.12377"
"24749504","A working memory account of the interaction between numbers and spatial attention","van Dijck JP, Abrahamse EL, Acar F, Ketels B, Fias W.","Q J Exp Psychol (Hove). 2014;67(8):1500-13. doi: 10.1080/17470218.2014.903984. Epub 2014 Apr 22.","van Dijck JP","Q J Exp Psychol (Hove)","2014","2014/04/23","","","10.1080/17470218.2014.903984"
"22251381","Age-related differences in recognition memory for items and associations: contribution of individual differences in working memory and metamemory","Bender AR, Raz N.","Psychol Aging. 2012 Sep;27(3):691-700. doi: 10.1037/a0026714. Epub 2012 Jan 16.","Bender AR","Psychol Aging","2012","2012/01/19","PMC3369108","NIHMS358913","10.1037/a0026714"
"32011156","Foreign language learning in older age does not improve memory or intelligence: Evidence from a randomized controlled study","Berggren R, Nilsson J, Brehmer Y, Schmiedek F, Lövdén M.","Psychol Aging. 2020 Mar;35(2):212-219. doi: 10.1037/pag0000439. Epub 2020 Feb 3.","Berggren R","Psychol Aging","2020","2020/02/04","","","10.1037/pag0000439"
"26289475","Self-reported strategies in decisions under risk: role of feedback, reasoning abilities, executive functions, short-term-memory, and working memory","Schiebener J, Brand M.","Cogn Process. 2015 Nov;16(4):401-16. doi: 10.1007/s10339-015-0665-1. Epub 2015 Aug 20.","Schiebener J","Cogn Process","2015","2015/08/21","","","10.1007/s10339-015-0665-1"
"16019640","Age differences in stroop interference in working memory","McCabe DP, Robertson CL, Smith AD.","J Clin Exp Neuropsychol. 2005 Jul;27(5):633-44. doi: 10.1080/13803390490919218.","McCabe DP","J Clin Exp Neuropsychol","2005","2005/07/16","","","10.1080/13803390490919218"
"27438900","Visual-spatial processing and working-memory load as a function of negative and positive psychotic-like experiences","Abu-Akel A, Reniers RL, Wood SJ.","Cogn Neuropsychiatry. 2016 Sep;21(5):402-411. doi: 10.1080/13546805.2016.1206873. Epub 2016 Jul 20.","Abu-Akel A","Cogn Neuropsychiatry","2016","2016/07/21","","","10.1080/13546805.2016.1206873"
"21895706","When scoring algorithms matter: effects of working memory load on different IAT scores","Schmitz F, Teige-Mocigemba S, Voss A, Klauer KC.","Br J Soc Psychol. 2013 Mar;52(1):103-21. doi: 10.1111/j.2044-8309.2011.02057.x. Epub 2011 Sep 6.","Schmitz F","Br J Soc Psychol","2013","2011/09/08","","","10.1111/j.2044-8309.2011.02057.x"
"21636602","Test anxiety in relation to measures of cognitive and intellectual functioning","Gass CS, Curiel RE.","Arch Clin Neuropsychol. 2011 Aug;26(5):396-404. doi: 10.1093/arclin/acr034. Epub 2011 Jun 2.","Gass CS","Arch Clin Neuropsychol","2011","2011/06/04","","","10.1093/arclin/acr034"
"15862228","Maintaining coherence of dynamic objects requires coordination of neural systems extended from anterior frontal to posterior parietal brain cortices","Imaruoka T, Saiki J, Miyauchi S.","Neuroimage. 2005 May 15;26(1):277-84. doi: 10.1016/j.neuroimage.2005.01.045.","Imaruoka T","Neuroimage","2005","2005/05/03","","","10.1016/j.neuroimage.2005.01.045"
"10509697","Age-related deficits in generation and manipulation of mental images: I. The role of sensorimotor speed and working memory","Briggs SD, Raz N, Marks W.","Psychol Aging. 1999 Sep;14(3):427-35.","Briggs SD","Psychol Aging","1999","1999/10/06","","",""
"27031677","Nonverbal auditory working memory: Can music indicate the capacity?","Jeong E, Ryu H.","Brain Cogn. 2016 Jun;105:9-21. doi: 10.1016/j.bandc.2016.03.003. Epub 2016 Mar 28.","Jeong E","Brain Cogn","2016","2016/04/01","","","10.1016/j.bandc.2016.03.003"
"33462089","Ventromedial Prefrontal Cortex Drives the Prioritization of Self-Associated Stimuli in Working Memory","Yin S, Bi T, Chen A, Egner T.","J Neurosci. 2021 Mar 3;41(9):2012-2023. doi: 10.1523/JNEUROSCI.1783-20.2020. Epub 2021 Jan 18.","Yin S","J Neurosci","2021","2021/01/19","PMC7939096","","10.1523/JNEUROSCI.1783-20.2020"
"9715574","Further evidence for a deficit in switching attention in schizophrenia","Smith GL, Large MM, Kavanagh DJ, Karayanidis F, Barrett NA, Michie PT, O'Sullivan BT.","J Abnorm Psychol. 1998 Aug;107(3):390-8. doi: 10.1037//0021-843x.107.3.390.","Smith GL","J Abnorm Psychol","1998","1998/08/26","","","10.1037//0021-843x.107.3.390"
"28425732","Distractor probability changes the shape of the attentional template","Geng JJ, DiQuattro NE, Helm J.","J Exp Psychol Hum Percept Perform. 2017 Dec;43(12):1993-2007. doi: 10.1037/xhp0000430. Epub 2017 Apr 20.","Geng JJ","J Exp Psychol Hum Percept Perform","2017","2017/04/21","","","10.1037/xhp0000430"
"21145333","Shape and color conjunction stimuli are represented as bound objects in visual working memory","Luria R, Vogel EK.","Neuropsychologia. 2011 May;49(6):1632-9. doi: 10.1016/j.neuropsychologia.2010.11.031. Epub 2010 Dec 8.","Luria R","Neuropsychologia","2011","2010/12/15","PMC3095682","NIHMS257946","10.1016/j.neuropsychologia.2010.11.031"
"26684070","Increased brain activation during working memory processing after pediatric mild traumatic brain injury (mTBI)","Westfall DR, West JD, Bailey JN, Arnold TW, Kersey PA, Saykin AJ, McDonald BC.","J Pediatr Rehabil Med. 2015;8(4):297-308. doi: 10.3233/PRM-150348.","Westfall DR","J Pediatr Rehabil Med","2015","2015/12/20","PMC5061570","NIHMS816869","10.3233/PRM-150348"
"32906024","The attentional blink unveils the interplay between conscious perception, spatial attention and working memory encoding","Ophir EA, Hesselmann G, Lamy D.","Conscious Cogn. 2020 Oct;85:103008. doi: 10.1016/j.concog.2020.103008. Epub 2020 Sep 6.","Ophir EA","Conscious Cogn","2020","2020/09/09","","","10.1016/j.concog.2020.103008"
"25214458","Chunking away task-switch costs: a test of the chunk-point hypothesis","Schneider DW, Logan GD.","Psychon Bull Rev. 2015 Jun;22(3):884-9. doi: 10.3758/s13423-014-0721-3.","Schneider DW","Psychon Bull Rev","2015","2014/09/13","PMC4362891","NIHMS628086","10.3758/s13423-014-0721-3"
"28546307","Right Lateral Cerebellum Represents Linguistic Predictability","Lesage E, Hansen PC, Miall RC.","J Neurosci. 2017 Jun 28;37(26):6231-6241. doi: 10.1523/JNEUROSCI.3203-16.2017. Epub 2017 May 25.","Lesage E","J Neurosci","2017","2017/05/27","PMC5490062","","10.1523/JNEUROSCI.3203-16.2017"
"32055956","Assessment of auditory working memory in children with abacus training","Roy MS, Swarna K, Prabhu P.","Eur Arch Otorhinolaryngol. 2020 May;277(5):1531-1536. doi: 10.1007/s00405-020-05840-z. Epub 2020 Feb 13.","Roy MS","Eur Arch Otorhinolaryngol","2020","2020/02/15","","","10.1007/s00405-020-05840-z"
"23149131","Theta-gamma coupling during a working memory task as compared to a simple vigilance task","Park JY, Jhung K, Lee J, An SK.","Neurosci Lett. 2013 Jan 4;532:39-43. doi: 10.1016/j.neulet.2012.10.061. Epub 2012 Nov 10.","Park JY","Neurosci Lett","2013","2012/11/15","","","10.1016/j.neulet.2012.10.061"
"27026657","Working memory filtering continues to develop into late adolescence","Peverill M, McLaughlin KA, Finn AS, Sheridan MA.","Dev Cogn Neurosci. 2016 Apr;18:78-88. doi: 10.1016/j.dcn.2016.02.004. Epub 2016 Feb 16.","Peverill M","Dev Cogn Neurosci","2016","2016/03/31","PMC4859784","NIHMS782993","10.1016/j.dcn.2016.02.004"
"10051760","Role of alpha2C-adrenoceptor subtype in spatial working memory as revealed by mice with targeted disruption of the alpha2C-adrenoceptor gene","Tanila H, Mustonen K, Sallinen J, Scheinin M, Riekkinen P Jr.","Eur J Neurosci. 1999 Feb;11(2):599-603. doi: 10.1046/j.1460-9568.1999.00464.x.","Tanila H","Eur J Neurosci","1999","1999/03/03","","","10.1046/j.1460-9568.1999.00464.x"
"24153402","Test Anxiety Among College Students With Specific Reading Disability (Dyslexia): Nonverbal Ability and Working Memory as Predictors","Nelson JM, Lindstrom W, Foels PA.","J Learn Disabil. 2015 Jul-Aug;48(4):422-32. doi: 10.1177/0022219413507604. Epub 2013 Oct 23.","Nelson JM","J Learn Disabil","2015","2013/10/25","","","10.1177/0022219413507604"
"24145729","Inhibitory function and working memory in attention deficit/hyperactivity disorder and pervasive developmental disorders: does a continuous cognitive gradient explain ADHD and PDD traits?","Takeuchi A, Ogino T, Hanafusa K, Morooka T, Oka M, Yorifuji T, Ohtsuka Y.","Acta Med Okayama. 2013;67(5):293-303. doi: 10.18926/AMO/51865.","Takeuchi A","Acta Med Okayama","2013","2013/10/23","","","10.18926/AMO/51865"
"19864586","What ""works"" in working memory? Separate systems for selection and updating of critical information","Bledowski C, Rahm B, Rowe JB.","J Neurosci. 2009 Oct 28;29(43):13735-41. doi: 10.1523/JNEUROSCI.2547-09.2009.","Bledowski C","J Neurosci","2009","2009/10/30","PMC2785708","UKMS28145","10.1523/JNEUROSCI.2547-09.2009"
"17990999","Working memory and Down syndrome","Baddeley A, Jarrold C.","J Intellect Disabil Res. 2007 Dec;51(Pt 12):925-31. doi: 10.1111/j.1365-2788.2007.00979.x.","Baddeley A","J Intellect Disabil Res","2007","2007/11/10","","","10.1111/j.1365-2788.2007.00979.x"
"18403120","Effects of chewing in working memory processing","Hirano Y, Obata T, Kashikura K, Nonaka H, Tachibana A, Ikehira H, Onozuka M.","Neurosci Lett. 2008 May 9;436(2):189-92. doi: 10.1016/j.neulet.2008.03.033. Epub 2008 Mar 16.","Hirano Y","Neurosci Lett","2008","2008/04/12","","","10.1016/j.neulet.2008.03.033"
"21452933","Theta and gamma power increases and alpha/beta power decreases with memory load in an attractor network model","Lundqvist M, Herman P, Lansner A.","J Cogn Neurosci. 2011 Oct;23(10):3008-20. doi: 10.1162/jocn_a_00029. Epub 2011 Mar 31.","Lundqvist M","J Cogn Neurosci","2011","2011/04/02","","","10.1162/jocn_a_00029"
"34193043","The olfactory bulb modulates entorhinal cortex oscillations during spatial working memory","Salimi M, Tabasi F, Nazari M, Ghazvineh S, Salimi A, Jamaati H, Raoufy MR.","J Physiol Sci. 2021 Jun 30;71(1):21. doi: 10.1186/s12576-021-00805-1.","Salimi M","J Physiol Sci","2021","2021/07/01","","","10.1186/s12576-021-00805-1"
"30618395","VISUAL PROCESSING IN GEORGIAN CHILDREN WITH NEURODEVELOPMENTAL DISORDERS","Parkosadze K, Kunchulia M, Kezeli A.","Georgian Med News. 2018 Nov;(284):82-87.","Parkosadze K","Georgian Med News","2018","2019/01/09","","",""
"20464286","Working memory impairment in multiple sclerosis relapsing-remitting patients with episodic memory deficits","Fuso SF, Callegaro D, Pompéia S, Bueno OF.","Arq Neuropsiquiatr. 2010 Apr;68(2):205-11. doi: 10.1590/s0004-282x2010000200010.","Fuso SF","Arq Neuropsiquiatr","2010","2010/05/14","","","10.1590/s0004-282x2010000200010"
"32396203","Gray Matter Volume in Different Cortical Structures Dissociably Relates to Individual Differences in Capacity and Precision of Visual Working Memory","Machizawa MG, Driver J, Watanabe T.","Cereb Cortex. 2020 Jul 30;30(9):4759-4770. doi: 10.1093/cercor/bhaa046.","Machizawa MG","Cereb Cortex","2020","2020/05/13","PMC7391274","","10.1093/cercor/bhaa046"
"22206809","Brain activation during spatial updating and attentive tracking of moving targets","Jahn G, Wendt J, Lotze M, Papenmeier F, Huff M.","Brain Cogn. 2012 Mar;78(2):105-13. doi: 10.1016/j.bandc.2011.12.001. Epub 2011 Dec 27.","Jahn G","Brain Cogn","2012","2011/12/31","","","10.1016/j.bandc.2011.12.001"
"21092984","Counterfactual thinking and false belief: the role of executive function","Drayton S, Turley-Ames KJ, Guajardo NR.","J Exp Child Psychol. 2011 Mar;108(3):532-48. doi: 10.1016/j.jecp.2010.09.007. Epub 2010 Nov 18.","Drayton S","J Exp Child Psychol","2011","2010/11/25","","","10.1016/j.jecp.2010.09.007"
"11240109","Theta power in the EEG of humans during ongoing processing in a haptic object recognition task","Grunwald M, Weiss T, Krause W, Beyer L, Rost R, Gutberlet I, Gertz HJ.","Brain Res Cogn Brain Res. 2001 Mar;11(1):33-7. doi: 10.1016/s0926-6410(00)00061-6.","Grunwald M","Brain Res Cogn Brain Res","2001","2001/03/10","","","10.1016/s0926-6410(00)00061-6"
"20387024","Working memory and verbal fluency deficits following cerebellar lesions: relation to interindividual differences in patient variables","Peterburs J, Bellebaum C, Koch B, Schwarz M, Daum I.","Cerebellum. 2010 Sep;9(3):375-83. doi: 10.1007/s12311-010-0171-z.","Peterburs J","Cerebellum","2010","2010/04/14","","","10.1007/s12311-010-0171-z"
"18442864","An electrophysiological signature for proactive interference resolution in working memory","Du Y, Xiao Z, Song Y, Fan S, Wu R, Zhang JX.","Int J Psychophysiol. 2008 Aug;69(2):107-11. doi: 10.1016/j.ijpsycho.2008.03.007. Epub 2008 Mar 26.","Du Y","Int J Psychophysiol","2008","2008/04/30","","","10.1016/j.ijpsycho.2008.03.007"
"9673660","Dissociation of mnemonic and perceptual processes during spatial and nonspatial working memory using fMRI","Belger A, Puce A, Krystal JH, Gore JC, Goldman-Rakic P, McCarthy G.","Hum Brain Mapp. 1998;6(1):14-32. doi: 10.1002/(SICI)1097-0193(1998)6:1&#x0003c;14::AID-HBM2&#x0003e;3.0.CO;2-O.","Belger A","Hum Brain Mapp","1998","1998/07/23","PMC6873355","","10.1002/(SICI)1097-0193(1998)6:1&#x0003c;14::AID-HBM2&#x0003e;3.0.CO;2-O"
"27402441","Working memory of emotional stimuli: Electrophysiological characterization","Kessel D, García-Rubio MJ, González EK, Tapia M, López-Martín S, Román FJ, Capilla A, Martínez K, Colom R, Carretié L.","Biol Psychol. 2016 Sep;119:190-9. doi: 10.1016/j.biopsycho.2016.07.009. Epub 2016 Jul 9.","Kessel D","Biol Psychol","2016","2016/07/13","","","10.1016/j.biopsycho.2016.07.009"
"32185456","Memory for item-location bindings is enhanced in older adults with appetitive motivationally laden pictures","Padulo C, Mammarella N, Brancucci A, Fairfield B.","Psychol Res. 2021 Apr;85(3):951-957. doi: 10.1007/s00426-020-01312-5. Epub 2020 Mar 17.","Padulo C","Psychol Res","2021","2020/03/19","","","10.1007/s00426-020-01312-5"
"18603299","Visual and spatial working memory: from boxes to networks","Zimmer HD.","Neurosci Biobehav Rev. 2008 Oct;32(8):1373-95. doi: 10.1016/j.neubiorev.2008.05.016. Epub 2008 May 20.","Zimmer HD","Neurosci Biobehav Rev","2008","2008/07/08","","","10.1016/j.neubiorev.2008.05.016"
"36218275","What does the hippocampus do during working-memory tasks? A cognitive-neuropsychological perspective","Kessels RPC, Bergmann HC.","Cogn Neurosci. 2022 Jul;13(3-4):210-211. doi: 10.1080/17588928.2022.2131745. Epub 2022 Oct 11.","Kessels RPC","Cogn Neurosci","2022","2022/10/11","","","10.1080/17588928.2022.2131745"
